r_profile_id,r_profile_name,bought_date,year_built,gfa_sqft,gla_sqft,profile_active,wbtc,lifecycle_stage_id,management_co_id,r_primary_property_type_id,profile_source_id,region_country_id,city_state_province_id
22195,1198,2017-08-30,2020,1,1,0,null,3,115,11,2,4,366
16319,1741,2017-01-18,null,447757,447757,0,null,3,115,17,2,7,607
20401,1816,2017-10-20,1980,386865,386865,0,0,3,115,17,2,4,551
27256,1940,2015-09-30,null,228560,228560,0,null,3,115,7,2,4,43
27259,598,2017-06-29,null,12130,null,0,null,3,115,13,2,4,667
62946,930,2019-07-30,2007,68828,68828,0,null,3,115,21,2,4,554
62947,987,2019-09-27,2002,1255701,1255701,0,null,3,115,8,2,4,176
20400,1150,2016-10-21,2005,168427,168427,0,null,3,115,17,2,4,659
27258,1153,2017-10-06,null,372894,null,0,null,3,115,17,2,4,19
27261,1945,2018-10-12,2021,124312,124312,0,null,3,119,2,2,4,552
78283,1163,2017-01-12,2009,564957,85426,1,1,1,129,14,1,15,442
78284,1169,2013-03-19,2022,687682,321559,1,1,1,131,16,1,15,442
21110142,650,2021-06-01,2023,992000,992000,1,0,0,19,16,1,16,345
28605760,1572,2023-03-15,2026,859306,437580,1,0,0,91,21,1,16,450
78277,850,2019-10-16,2022,592117,317982,1,1,0,55,14,1,15,211
78278,851,2019-10-16,2023,387072,207867,1,1,0,55,16,1,15,211
78280,1402,2022-09-01,2023,411029,209898,1,1,0,115,16,1,15,441
78281,1403,2022-09-01,2023,306774,null,1,1,0,115,16,1,15,441
78285,1292,2022-03-01,2022,403018,333403,1,1,0,131,16,1,15,442
78286,1293,2013-03-19,2023,1046893,315903,1,1,0,131,14,1,15,442
78287,1357,2021-12-01,2022,273981,128978,1,1,0,127,14,1,15,541
78288,1358,2022-04-01,2022,424918,150479,1,1,0,127,16,1,15,542
