r_profile_id,r_profile_name,bought_date,year_built,gfa_sqft,gla_sqft,profile_active,wbtc,lifecycle_stage_id,management_co_id,r_primary_property_type_id,profile_source_id,region_country_id,city_state_province_id
6272322,1,2017-06-02,2016,80033,80033,1,1,1,162,32,1,16,236
19920482,1468,2021-12-15,1989,325778,304440,1,0,1,33,1,1,16,236
1129774,207,2014-12-18,1990,284477,266052,1,0,1,114,22,1,16,236
24134405,345,2017-12-17,2020,407670,407670,1,1,1,121,2,1,16,236
6722862,406,2018-03-09,2018,88350,88350,1,1,1,121,1,1,16,134
5857398,1766,2004-12-22,1991,327001,327001,1,1,1,121,2,1,16,134
5857400,1767,2004-12-22,1991,333271,333271,1,1,1,121,2,1,16,134
5857443,1768,2004-12-22,1991,358705,358705,1,1,1,121,2,1,16,134
5857444,1769,2004-12-22,1991,129553,129553,1,1,1,121,2,1,16,134
6722861,1523,2018-03-19,2018,146306,146306,1,1,1,121,3,1,16,134
7657,1522,1984-12-18,1982,1058773,952896,1,0,1,96,17,1,16,134
1110564,1441,2010-04-30,1984,738880,664992,1,0,1,92,17,1,16,134
4123849,858,2014-04-04,1987,107503,107503,1,1,1,38,15,1,16,134
14744648,362,2017-12-06,2021,137747,137747,1,1,1,100,3,1,16,134
6726049,522,2018-03-19,2018,166731,166731,1,1,1,121,1,1,16,77
2026871,228,2007-01-24,1977,120409,120409,1,1,1,7,17,1,16,77
6726182,913,2018-03-19,2018,213090,213090,1,1,1,121,1,1,16,114
6726457,1436,2018-03-19,2018,364579,364579,1,1,1,121,1,1,16,100
1685677,234,2015-12-03,1985,713855,429919,1,0,1,1,17,1,16,631
9620,1736,2007-01-12,1991,214324,171459,1,0,1,44,32,2,16,631
12757802,1821,2019-11-25,2016,89994,44091,1,0,1,11,30,1,16,631
1562581,224,2007-08-01,1990,264742,238268,1,0,1,2,17,1,16,227
1562582,226,2007-08-01,1990,108040,97236,1,0,1,2,17,1,16,227
6246307,1679,2015-06-09,2017,368368,368368,1,1,1,121,2,1,16,227
29857971,738,2015-12-15,2001,224049,201644,1,1,3,150,17,1,16,227
20251195,1903,2020-06-30,1900,350116,152767,1,1,1,11,30,1,16,227
2053121,285,2004-12-31,2001,167670,167670,1,1,1,7,17,1,16,95
23730502,284,2016-05-27,2018,268664,268664,1,1,1,7,17,1,16,95
2284838,288,2004-12-31,1975,78111,78111,1,1,1,7,17,1,16,95
3406439,276,2008-05-15,2012,99694,99694,1,1,1,7,10,1,16,95
1790187,278,2004-12-21,1999,275443,275443,1,1,1,7,12,1,16,95
2303877,281,2004-12-31,1924,10000,10000,1,1,1,7,15,1,16,95
2890584,282,2004-12-31,1945,6370,6370,1,1,1,7,15,1,16,95
2236836,279,2008-10-30,2008,247619,247619,1,1,1,7,18,1,16,95
3432455,277,2007-08-27,1971,39203,39203,1,1,1,7,18,1,16,95
10916741,1578,2019-07-22,2017,442998,442998,1,1,1,58,2,1,16,432
3067075,1257,2010-07-08,2002,184262,184262,1,1,1,14,1,1,16,432
6867581,1826,2017-12-21,2014,119981,119981,1,0,1,35,30,1,16,432
13513407,205,2019-11-14,2022,302709,302709,1,1,1,121,2,1,16,627
18222781,1126,2021-02-01,2021,833616,833616,1,1,1,66,16,1,16,627
3663365,52,2005-07-14,2009,54515,46338,1,0,1,108,29,1,16,627
20400127,1893,2015-10-30,1990,131809,105447,1,1,1,162,32,1,16,627
2969999,373,2010-10-06,2008,349577,349577,1,1,1,121,3,1,16,638
14482184,1109,2020-08-12,2002,210000,210000,1,1,1,10,16,1,16,638
15998,1098,2010-12-29,2009,1173810,1173810,1,1,1,134,14,2,16,638
14731687,1781,2015-08-14,2018,501080,501080,1,1,1,56,2,1,16,638
9626,1542,2007-01-12,1985,171143,136914,1,0,1,44,32,2,16,638
19917568,195,2021-12-02,2018,45685,null,1,0,1,108,29,1,16,638
3663606,136,2005-07-14,2000,76390,71807,1,0,1,108,29,1,16,638
19917569,197,2021-12-02,2020,85838,null,1,0,1,108,29,1,16,638
2854671,1651,2008-12-31,2006,167914,134331,1,0,1,66,32,1,16,638
3663392,66,2005-07-14,2009,53992,44813,1,0,1,108,29,1,16,638
16305233,581,2016-03-11,2020,364434,null,1,1,1,121,3,1,16,137
11933654,582,2016-03-11,2020,314751,314751,1,1,1,121,3,1,16,137
21832982,583,2016-03-11,2021,511770,419649,1,1,1,121,3,1,16,137
3663318,28,2005-07-14,2009,86800,86800,1,0,1,108,29,1,16,137
19926249,903,2021-12-07,2020,321074,321074,1,1,1,121,3,1,16,74
9681,1740,2006-10-31,1976,105338,84270,1,0,1,44,32,2,16,74
19926248,1609,2021-12-07,2019,339837,339777,1,0,1,121,3,1,16,74
25151,1773,2018-09-19,2018,284595,284595,1,1,1,121,3,2,16,593
13253316,1383,2018-11-20,2021,345894,345894,1,0,1,138,1,1,16,593
20033724,1509,2021-12-07,2020,46797,46797,1,1,1,162,32,1,16,593
20033725,1510,2021-12-07,2020,15556,15556,1,1,1,162,32,1,16,593
20033726,1511,2021-12-07,2020,7347,7347,1,1,1,162,32,1,16,593
20033727,1512,2021-12-07,2020,5356,5356,1,1,1,162,32,1,16,593
25148926,1079,2016-08-31,2021,555736,555736,1,1,1,121,3,1,16,129
3663519,112,2005-07-14,2009,68057,60571,1,0,1,108,29,1,16,129
1923129,493,2005-08-18,2001,50305,45275,1,1,1,142,12,1,16,129
1923151,494,2005-08-18,2001,50464,45418,1,0,1,142,12,1,16,129
1923131,495,2005-08-18,2001,50400,45360,1,1,1,142,12,1,16,129
1923153,496,2005-08-18,2001,50473,45426,1,0,1,142,12,1,16,129
1923130,497,2005-08-18,2001,50471,45424,1,1,1,142,12,1,16,129
1923141,498,2005-08-18,2001,49981,44983,1,1,1,142,12,1,16,129
1923143,499,2005-08-18,2001,50470,45423,1,1,1,142,12,1,16,129
1923134,500,2005-08-18,2001,50031,45028,1,1,1,142,17,1,16,129
1923144,501,2005-08-18,2001,50603,45543,1,1,1,142,12,1,16,129
1923146,502,2005-08-18,2001,48384,43546,1,1,1,142,12,1,16,129
1923139,503,2005-08-18,2001,49734,44761,1,1,1,142,12,1,16,129
1923135,504,2005-08-18,2001,50318,45286,1,1,1,142,17,1,16,129
1923149,505,2005-08-18,2001,50358,45322,1,1,1,142,12,1,16,129
1923156,506,2005-08-18,2001,49711,44740,1,1,1,142,12,1,16,129
1923154,507,2005-08-18,2001,49724,44752,1,1,1,142,12,1,16,129
1923159,508,2005-08-18,2001,48384,43546,1,1,1,142,17,1,16,129
1923160,509,2005-08-18,2001,47963,43167,1,1,1,142,12,1,16,129
1923127,510,2005-08-18,2001,50459,45413,1,1,1,142,12,1,16,129
1923158,511,2005-08-18,2001,48615,43754,1,1,1,142,12,1,16,129
1923133,512,2005-08-18,2001,50444,45400,1,1,1,142,12,1,16,129
6293463,212,2015-09-24,1982,49207,49207,1,1,1,82,3,1,16,525
6227946,215,2015-09-24,1930,77275,77275,1,1,1,82,3,1,16,525
2712431,1663,1974-08-01,1949,861569,861569,1,1,1,145,17,1,16,525
4923262,1664,2016-08-10,1950,2348153,2348153,1,0,1,145,17,1,16,525
5839381,191,2016-04-08,2016,62549,62549,1,0,1,108,29,1,16,525
2746037,920,2006-06-05,2010,1133833,1020450,1,0,1,144,17,1,16,525
4230670,262,2014-11-25,2013,739306,665375,1,0,1,101,17,1,16,525
2009074,247,2002-03-26,1999,284511,284511,1,1,1,82,2,1,16,525
2617169,185,2017-09-05,1926,280956,252860,1,0,1,66,17,1,16,525
6771095,259,2018-12-10,1912,271615,271615,1,1,1,144,17,1,16,525
2642566,230,2019-10-21,2022,593872,565165,1,0,1,66,17,1,16,525
25789270,1758,2023-03-23,2022,268221,262628,1,0,1,121,21,1,16,639
9576,1160,2012-12-31,1970,136168,108934,1,1,1,25,8,2,16,341
14472414,1114,2020-08-12,1986,201300,201300,1,1,1,10,16,1,16,341
3552532,214,2015-03-31,2008,471436,424292,1,0,1,23,17,1,16,341
2558138,269,2015-01-21,1972,2155282,1939754,1,0,1,23,17,1,16,341
3663556,122,2005-07-14,2009,43632,37960,1,0,1,108,29,1,16,341
4475602,1618,2015-07-30,2010,1086996,1086996,1,1,1,86,21,1,16,341
3422059,1686,2012-12-31,2012,317997,317997,1,1,1,121,2,1,16,341
6366858,421,2013-02-15,2015,352027,352027,1,1,1,86,2,1,16,341
6936503,905,2016-10-31,2018,522151,522151,1,1,1,86,2,1,16,341
14471424,1106,2020-08-12,2018,324991,324991,1,1,1,10,16,1,16,362
14471458,1110,2020-08-12,2016,370798,370798,1,1,1,10,16,1,16,362
14471620,1116,2020-08-12,1998,533890,533890,1,1,1,10,16,1,16,362
14480975,1107,2020-08-12,2002,369530,369530,1,1,1,10,16,1,16,641
12454060,630,2020-08-26,2020,186577,186577,1,1,1,23,16,1,16,641
12454147,631,2020-08-26,2020,186577,186577,1,1,1,23,16,1,16,641
12454729,632,2020-08-26,2020,293705,293705,1,1,1,23,16,1,16,641
12454841,633,2020-08-26,2019,391985,391985,1,1,1,23,16,1,16,641
14479383,1108,2020-08-12,1996,361690,361690,1,1,1,10,16,1,16,643
14478904,1111,2020-08-12,1992,940062,940062,1,1,1,10,16,1,16,344
14471683,1112,2020-08-12,1998,486655,486655,1,1,1,10,16,1,16,140
14472271,1113,2020-08-12,2019,457212,457212,1,1,1,10,16,1,16,725
22887490,1256,2022-07-13,2019,85732,47754,1,0,1,179,30,1,16,45
14471711,1115,2020-08-12,2015,652929,652929,1,1,1,10,16,1,16,723
14471815,1117,2020-08-12,2007,443024,443024,1,1,1,10,16,1,16,723
12454035,153,2020-07-29,2020,242521,242521,1,1,1,23,16,1,16,46
12453932,154,2020-07-29,2020,409254,409254,1,1,1,23,16,1,16,46
24727379,891,2022-12-01,2009,6501,6501,1,1,1,99,32,1,16,697
25734493,892,2022-12-01,2009,8698,8698,1,1,1,99,32,1,16,697
24727378,893,2022-12-01,2009,2815,2815,1,1,1,99,4,1,16,697
24727376,894,2022-12-01,2009,14738,14738,1,1,1,99,5,1,16,697
24727375,895,2022-12-01,2009,77942,77942,1,1,1,99,32,1,16,697
24727377,896,2022-12-01,2009,4023,4023,1,1,1,99,4,1,16,697
3663262,5,2005-07-14,2009,70669,70669,1,0,1,108,29,1,16,697
13503881,926,2020-01-09,2022,420162,377411,1,0,1,121,3,1,16,48
11878204,1904,2019-05-31,2019,98956,59338,1,0,1,11,30,1,16,48
24300786,691,2022-11-03,2014,142745,74455,1,1,1,141,30,1,16,48
3663376,58,2005-07-14,2009,119657,106495,1,0,1,108,29,1,16,50
19835229,316,2021-12-30,2019,192777,117075,1,0,1,63,30,1,16,50
11878139,1905,2019-05-31,2018,79392,40518,1,0,1,11,30,1,16,51
6047194,1361,2017-08-15,2019,119037,119037,1,1,1,6,30,1,16,52
24300790,1352,2022-10-28,2020,144584,144584,1,1,1,114,32,1,16,255
2855290,1332,1999-06-01,1999,73733,58986,1,0,1,162,32,1,16,255
3663341,41,2005-07-14,2009,41290,37161,1,0,1,108,29,1,16,53
24300787,692,2022-11-03,2017,198076,93058,1,1,1,141,30,1,16,53
24300789,694,2022-11-03,2022,281008,161897,1,1,1,141,30,1,16,53
1057083,150,2007-06-12,1992,853336,590947,1,0,1,150,22,1,16,279
2794350,1074,2015-09-02,2008,124717,112245,1,0,1,150,17,1,16,279
2794482,1075,2015-09-02,2000,125318,112786,1,0,1,150,17,1,16,279
2794399,1076,2015-09-02,2007,99089,89180,1,0,1,150,17,1,16,279
2794970,1077,2015-09-02,2008,128376,115538,1,0,1,150,17,1,16,279
2794995,1078,2015-09-02,2007,98472,88625,1,0,1,150,17,1,16,279
2855282,1382,1996-12-30,1996,93160,74528,1,0,1,162,32,1,16,279
19917566,294,2021-12-02,2020,68168,null,1,0,1,108,29,1,16,279
6047183,340,2016-11-30,2011,152997,152997,1,0,1,170,30,1,16,279
18722840,395,2021-10-08,2015,79035,40608,1,1,1,109,30,1,16,279
16729575,464,2019-04-29,2021,177000,175112,1,1,1,66,17,1,16,54
24300788,695,2022-11-03,2019,165500,84686,1,1,1,141,30,1,16,54
5716905,178,2022-06-30,2016,354828,309987,1,1,1,150,17,1,16,163
2972759,1261,2001-12-28,2001,641433,634300,1,0,1,121,1,1,16,163
22006520,1607,2022-06-10,1942,628342,628342,1,1,1,80,16,1,16,163
30393,588,2018-11-05,2021,233380,233380,1,1,1,121,3,2,16,163
5084231,592,2013-01-18,2015,362430,362430,1,1,1,121,3,1,16,163
1154378,210,2001-12-26,1999,254149,254148,1,1,1,150,17,1,16,105
3663476,97,2005-07-14,2009,66990,60291,1,0,1,108,29,1,16,56
3663323,31,2005-07-14,2009,67860,60395,1,0,1,108,29,1,16,56
14524205,438,2017-06-12,2019,639229,639229,1,1,1,121,3,1,16,56
20806325,1756,2021-03-25,2022,203163,197316,1,1,1,66,17,2,16,56
1544020,266,2015-09-18,2007,441656,312536,1,1,1,150,17,1,16,200
17604293,854,2015-08-25,1989,220674,220674,1,1,1,150,17,1,16,91
18731535,648,2018-06-04,2019,826850,826850,1,1,1,19,16,1,16,345
20023581,649,2021-06-01,2022,990294,990140,1,1,1,19,7,1,16,345
20023588,651,2018-06-04,2022,1035034,null,1,1,1,19,7,1,16,345
16053910,652,2018-06-04,2021,1128258,1128258,1,1,1,19,16,1,16,345
18665075,654,2020-01-27,2021,1646392,1646392,1,1,1,19,16,1,16,345
6289123,453,2017-01-19,2017,548650,548650,1,1,1,23,16,1,16,439
19937037,454,2021-07-01,2022,197118,197118,1,1,1,23,16,1,16,439
5723413,455,2015-05-19,2015,72236,72236,1,1,1,23,16,1,16,439
4328717,456,2013-03-26,2014,227500,227500,1,1,1,23,16,1,16,439
19937038,457,2021-07-01,2022,130929,130928,1,1,1,23,16,1,16,439
19937039,458,2021-07-01,2022,275862,275862,1,1,1,23,16,1,16,439
5781639,459,2015-05-19,2015,535905,535905,1,1,1,23,16,1,16,439
11871028,460,2019-08-29,2020,224089,224089,1,1,1,23,16,1,16,439
11870276,461,2019-08-29,2020,415439,415093,1,1,1,23,16,1,16,439
4376374,462,2008-05-29,2011,11950,9560,1,1,1,23,32,1,16,439
24709500,563,2022-06-09,2006,4484,4484,1,1,1,102,32,1,16,73
24709501,564,2022-06-09,2006,22071,22071,1,1,1,102,32,1,16,73
24709502,565,2022-06-09,2006,13739,13739,1,1,1,102,32,1,16,73
24709503,566,2022-06-09,2006,5847,5847,1,1,1,102,32,1,16,73
24709499,567,2022-06-09,2006,58977,58977,1,1,1,102,32,1,16,73
3663415,75,2005-07-14,2009,41627,34134,1,0,1,108,29,1,16,75
3929630,515,2006-07-19,1987,85148,85148,1,1,1,166,25,1,16,76
3929756,516,2006-07-19,1987,57697,57697,1,1,1,166,16,1,16,76
12925773,908,2018-10-01,2020,1264102,1264102,1,1,1,166,16,1,16,79
18222556,909,2014-07-20,2021,615310,615310,1,1,1,166,16,1,16,79
3964787,1550,2006-07-12,1962,668335,668335,1,1,1,72,16,1,16,80
3972784,1551,2006-07-12,1976,255200,255200,1,1,1,72,16,1,16,80
3663429,80,2005-07-14,1997,39165,36815,1,0,1,108,29,1,16,81
3663546,120,2005-07-14,2000,70017,61615,1,0,1,108,29,1,16,81
3663275,8,2005-07-14,2009,28021,28021,1,0,1,108,29,1,16,81
12454944,1103,2020-07-29,2019,610806,610806,1,1,1,23,16,1,16,648
12454974,1104,2020-07-29,2019,610806,610806,1,1,1,23,16,1,16,648
9643,678,2006-10-31,1987,341577,273262,1,0,1,44,32,2,16,84
3928958,1023,2004-09-30,2000,274474,274474,1,1,1,166,16,1,16,85
3928961,1024,2004-09-30,2000,318497,318497,1,1,1,166,16,1,16,85
6296284,1691,2010-01-31,2000,322560,271968,1,1,1,120,16,1,16,305
3663297,17,2005-07-14,2009,44729,44729,1,0,1,108,29,1,16,86
30110224,770,2010-01-31,2008,117048,117048,1,1,3,120,7,1,16,219
30110225,771,2006-10-23,2008,200232,200232,1,1,3,120,7,1,16,219
30110226,772,2010-01-31,2017,149156,149156,1,1,3,120,7,1,16,219
30110227,773,2010-01-31,2017,180000,180000,1,1,3,120,7,1,16,219
3943573,216,2006-07-19,1983,111000,111000,1,1,1,72,16,1,16,87
3943579,219,2006-07-19,1983,123109,123109,1,1,1,72,16,1,16,87
3943581,223,2006-07-19,1983,120024,120024,1,1,1,72,16,1,16,87
3943574,225,2006-07-19,1983,79009,79009,1,1,1,72,16,1,16,87
3943584,240,2006-07-19,1983,72060,72060,1,1,1,72,16,1,16,87
3943582,246,2006-07-19,1983,100015,100015,1,1,1,72,16,1,16,87
3943547,256,2006-07-19,1983,98699,98699,1,1,1,72,16,1,16,87
3943472,264,2006-07-19,1983,208102,208102,1,1,1,72,16,1,16,87
28470160,804,2006-07-19,1985,40026,40026,1,1,3,166,16,1,16,87
28470162,805,2006-07-19,1985,58800,58800,1,1,3,166,16,1,16,87
28470163,806,2006-07-19,1985,35996,35996,1,1,3,166,16,1,16,87
3927732,1863,2006-07-19,1985,80010,80010,1,1,1,166,16,1,16,87
3927738,1864,2006-07-19,1985,35515,35515,1,1,1,166,16,1,16,87
3928000,1865,2006-07-19,1985,142680,142680,1,1,1,166,16,1,16,87
3928027,1866,2006-07-19,1985,54040,54040,1,1,1,166,16,1,16,87
2982709,237,2010-09-29,2010,527077,527077,1,1,1,90,1,1,16,645
15140099,1919,2004-06-24,2000,398400,398400,1,1,1,66,16,1,16,645
12445851,1406,2019-03-11,2021,490960,490960,1,0,1,121,3,1,16,645
19917570,199,2021-12-02,2017,85838,null,1,0,1,108,29,1,16,645
15169721,1819,2018-12-21,2013,136412,136412,1,1,1,20,30,1,16,645
15169800,1820,2018-12-21,2015,81552,81552,1,1,1,20,30,1,16,645
1556416,268,2015-12-23,1991,264296,237866,1,0,1,84,17,1,16,89
1556426,273,2015-12-23,1991,238507,214656,1,0,1,84,17,1,16,89
1556436,274,2015-12-23,1991,264731,238258,1,0,1,84,17,1,16,89
22501997,407,2021-12-15,1988,501375,472920,1,1,1,33,21,1,16,260
25677205,420,2021-12-15,1990,314944,296910,1,1,1,33,21,1,16,260
24224196,413,2021-12-15,1991,352533,330368,1,1,1,33,21,1,16,260
4046919,1215,2013-04-04,2007,69945,55956,1,0,1,162,32,1,16,260
19920473,1702,2021-12-15,1986,179293,167144,1,0,1,33,1,1,16,260
19920477,412,2021-12-15,1990,228646,213448,1,0,1,33,1,1,16,260
19920475,418,2021-12-15,1992,358902,336910,1,0,1,33,1,1,16,260
6680609,308,2021-12-02,2018,74154,null,1,0,1,108,29,1,16,260
19502268,296,2021-12-02,2021,85920,85920,1,0,1,108,29,1,16,260
6232491,960,2017-12-19,1984,150279,150279,1,1,1,33,1,1,16,260
6807761,1557,2017-04-07,2018,550000,550000,1,1,1,165,16,1,16,260
2855316,1617,2009-12-29,2009,135993,108794,1,0,1,162,32,1,16,260
2855294,1841,1996-05-23,1996,56775,45420,1,0,1,162,32,1,16,260
6680607,307,2021-12-02,2018,105586,null,1,0,1,108,29,1,16,260
11867842,313,2019-12-19,2021,93430,93430,1,1,1,66,17,1,16,90
29823014,757,2021-12-15,1991,442694,420010,1,1,3,33,21,1,16,261
9707,883,2006-10-30,1979,155070,124056,1,0,1,44,32,2,16,92
25201909,410,2021-12-15,1990,262617,245250,1,1,1,33,21,1,16,275
24282079,409,2021-12-15,1990,222645,191000,1,1,1,33,21,1,16,275
22502267,408,2021-12-15,1990,264379,238932,1,1,1,33,21,1,16,275
3663411,72,2005-07-14,2009,100314,100314,1,0,1,108,29,1,16,93
10018704,188,2019-02-12,2019,144000,144000,1,0,1,108,29,1,16,516
10018583,189,2019-12-06,2019,59016,59016,1,0,1,108,29,1,16,516
6280626,190,2017-12-06,2017,52672,52672,1,0,1,108,29,1,16,516
18394,513,2006-10-31,2003,137035,137035,1,1,1,44,32,2,16,94
9614,514,2006-10-31,2003,99976,79981,1,0,1,44,32,2,16,94
3663504,108,2005-07-14,2009,79623,74846,1,0,1,108,29,1,16,629
3663475,96,2005-07-14,2009,82554,73473,1,0,1,108,29,1,16,693
3663379,61,2005-07-14,2009,67470,56675,1,0,1,108,29,1,16,618
12445782,1125,2020-02-21,2019,517500,517500,1,1,1,66,16,1,16,618
9676,864,2006-10-31,1986,230803,184642,1,0,1,44,32,2,16,97
3663513,110,2005-07-14,2009,83675,75308,1,0,1,108,29,1,16,619
3663352,48,2005-07-14,2009,70847,70847,1,0,1,108,29,1,16,632
19917571,196,2021-12-02,2018,91882,null,1,0,1,108,29,1,16,99
3663532,118,2005-07-14,2009,61400,51576,1,0,1,108,29,1,16,222
3663610,137,2005-07-14,2009,62350,56115,1,0,1,108,29,1,16,464
1484581,1684,2001-04-11,2001,310961,279865,1,0,1,144,22,1,16,464
1484582,1685,2001-07-10,2001,310961,279865,1,0,1,144,22,1,16,464
9612,985,2007-01-12,1961,507474,405979,1,0,1,44,32,2,16,101
3663468,94,2005-07-14,2009,126530,112612,1,0,1,108,29,1,16,515
3663467,93,2005-07-14,1959,57279,57279,1,0,1,108,29,1,16,515
9655,993,2006-10-31,1990,65987,52790,1,0,1,44,32,2,16,102
3663412,73,2005-07-14,1985,74140,55605,1,0,1,108,29,1,16,102
3663456,89,2005-07-14,2009,52425,45086,1,0,1,108,29,1,16,634
3663287,13,2005-07-14,2009,90130,90130,1,0,1,108,29,1,16,634
3663416,76,2005-07-14,2009,55290,45338,1,0,1,108,29,1,16,103
4497359,517,2015-04-01,1967,840909,672727,1,0,1,102,13,1,16,104
11770075,194,2020-01-02,2015,68090,68090,1,0,1,108,29,1,16,104
3663408,70,2005-07-14,1982,176675,160774,1,0,1,108,29,1,16,104
3663616,138,2005-07-14,2009,73900,66510,1,0,1,108,29,1,16,561
26528217,327,2021-09-23,2022,1025132,1025132,1,1,1,147,7,1,16,106
26528218,328,2022-05-13,2023,1185950,1185950,1,1,1,147,7,1,16,106
3663366,53,2005-07-14,2009,78224,70402,1,0,1,108,29,1,16,107
3663407,69,2005-07-14,2009,104030,89466,1,0,1,108,29,1,16,620
9619,1506,2006-10-31,1993,104165,83332,1,0,1,44,32,2,16,108
2855213,1258,1998-11-13,1996,156860,125488,1,0,1,66,32,1,16,109
21204207,1254,2021-12-17,2018,245959,245959,1,1,1,102,13,1,16,109
3663471,95,2005-07-14,2009,63580,54679,1,0,1,108,29,1,16,543
3663458,90,2005-07-14,2009,66789,60778,1,0,1,108,29,1,16,543
3663480,98,2005-07-14,2009,104320,85542,1,0,1,108,29,1,16,543
19937036,376,2021-06-01,2021,300000,300000,1,1,1,23,16,1,16,543
3663485,100,2005-07-14,2009,75489,67940,1,0,1,108,29,1,16,110
3663494,104,2005-07-14,1915,53113,43553,1,0,1,108,29,1,16,110
9688,1877,2006-10-30,1981,169689,135751,1,0,1,44,32,2,16,110
2977800,1799,2012-10-29,2008,565079,452063,1,0,1,187,13,1,16,111
20116,1377,2016-10-24,2020,526636,526636,1,1,1,121,3,2,16,112
6262634,1910,2015-05-12,1975,373469,373469,1,1,1,78,3,1,16,113
3663350,46,2005-07-14,2009,128270,118008,1,0,1,108,29,1,16,518
3663462,91,2005-07-14,2009,56350,49025,1,0,1,108,29,1,16,621
3663276,9,2005-07-14,2009,74674,74674,1,0,1,108,29,1,16,115
8493551,187,2019-03-12,2017,117150,null,1,0,1,108,29,1,16,526
3663298,18,2005-07-14,2009,85370,85370,1,0,1,108,29,1,16,167
3663578,130,2005-07-14,2009,64195,56492,1,0,1,108,29,1,16,519
3663618,140,2005-07-14,2009,86538,78750,1,0,1,108,29,1,16,467
2964333,1121,2007-08-01,2005,101286,101286,1,1,1,121,3,1,16,119
2964320,1321,2008-01-29,2008,210989,210989,1,1,1,121,3,1,16,119
2964555,1831,2006-10-26,2004,89746,89746,1,1,1,121,3,1,16,119
9714,907,2006-10-30,1982,493885,395108,1,0,1,44,32,2,16,120
9690,959,2006-10-30,1987,92378,73902,1,0,1,44,32,2,16,120
3663307,24,2005-07-14,1988,198340,198340,1,0,1,108,29,1,16,120
17352843,1034,2010-01-31,2007,207718,207718,1,1,1,166,16,1,16,121
3663530,117,2005-07-14,2009,86719,83250,1,0,1,108,29,1,16,469
3663507,109,2005-07-14,2009,62550,53793,1,0,1,108,29,1,16,701
9615,1287,2007-01-12,1962,101334,81067,1,0,1,44,32,2,16,701
2834223,869,2004-08-02,1995,515401,412321,1,0,1,66,32,1,16,123
3663351,47,2005-07-14,2009,81125,75446,1,0,1,108,29,1,16,168
5142005,1408,2013-09-27,2016,1547342,1547342,1,1,1,166,16,1,16,125
3663417,77,2005-07-14,2009,74713,67989,1,0,1,108,29,1,16,126
3663374,57,2005-07-14,2009,54379,46222,1,0,1,108,29,1,16,424
3663521,114,2005-07-14,2009,76000,76000,1,0,1,108,29,1,16,644
3663355,49,2005-07-14,2009,92997,79047,1,0,1,108,29,1,16,128
3663651,143,2005-07-14,2009,107860,101388,1,0,1,108,29,1,16,475
3663481,99,2005-07-14,2009,57480,48283,1,0,1,108,29,1,16,544
3663431,81,2005-07-14,2009,64935,55844,1,0,1,108,29,1,16,130
3663448,87,2005-07-14,2009,76220,69360,1,0,1,108,29,1,16,130
4007843,334,2012-10-18,2009,279122,279122,1,1,1,86,3,1,16,199
1840883,163,2004-11-30,2004,368057,281138,1,0,1,150,17,1,16,199
12051768,1770,2017-07-28,2021,203582,203582,1,1,1,167,3,1,16,199
3663337,39,2005-07-14,2009,59670,53106,1,0,1,108,29,1,16,131
4361701,844,2012-03-01,2013,223239,178591,1,0,1,86,3,1,16,394
2547267,383,2008-03-12,2008,619137,478137,1,0,1,85,13,1,16,394
4380799,1301,2009-06-30,2010,365520,365520,1,1,1,86,2,1,16,394
22012975,292,2022-05-27,2019,80945,80945,1,0,1,108,29,1,16,394
3663334,37,2005-07-14,2009,59465,56492,1,0,1,108,29,1,16,132
22264725,300,2013-10-16,2015,125079,125079,1,1,1,66,16,1,16,417
19584781,381,2013-10-16,2018,167146,167146,1,1,1,66,16,1,16,417
9611,1253,2006-10-31,1967,216679,173343,1,0,1,44,32,2,16,133
3663293,16,2005-07-14,2009,140805,140805,1,0,1,108,29,1,16,133
1776879,1655,2004-09-24,2001,313113,306851,1,0,1,121,1,1,16,133
1339936,863,2006-01-05,2000,172563,155307,1,0,1,166,17,1,16,133
1839109,934,2006-01-05,1998,57845,52061,1,0,1,166,17,1,16,133
1839111,935,2006-01-05,1998,50022,45020,1,0,1,166,17,1,16,133
1534269,1071,2006-01-05,2005,70750,63675,1,0,1,166,17,1,16,133
1534271,1072,2006-01-05,2005,92929,83636,1,0,1,166,17,1,16,133
1922149,1794,2007-02-27,1999,103140,92826,1,0,1,166,17,1,16,133
1922155,1795,2007-02-27,1999,103140,92826,1,0,1,166,17,1,16,133
11865833,484,2012-09-28,2012,42275,42275,1,1,1,66,16,1,16,409
5814085,485,2014-10-31,2007,435490,435490,1,1,1,66,16,1,16,409
5814072,487,2010-10-08,2007,76800,76800,1,1,1,66,16,1,16,409
5814079,486,2010-10-08,2007,93663,38663,1,0,1,66,16,1,16,409
11862521,482,2014-10-31,2012,100910,100910,1,1,1,66,16,1,16,409
11863829,483,2015-02-20,2015,138240,138240,1,1,1,66,16,1,16,409
3663581,133,2005-07-14,2009,59257,54516,1,0,1,108,29,1,16,135
9708,1353,2006-10-30,1989,183180,146544,1,0,1,44,32,2,16,135
9679,943,2006-10-31,1987,95255,76204,1,0,1,44,32,2,16,136
1066624,1334,2014-03-18,2000,324685,293585,1,0,1,96,17,1,16,138
1328297,1335,2014-04-28,2001,324751,293651,1,0,1,96,17,1,16,138
9730,1063,2013-05-03,2015,329252,329252,1,1,1,126,3,2,16,138
16011,1064,2014-08-28,2016,327556,327556,1,1,1,126,1,2,16,138
3663280,11,2005-07-14,1986,90984,90984,1,0,1,108,29,1,16,138
